ident;type;name;continent;iso_country;iso_region;municipality
06FL;heliport;Morton Plant Hospital Heliport;NA;US;US-FL;Clearwater
06GA;heliport;Smith Heliport;NA;US;US-GA;Redan
06I;seaplane_base;Patoka Reservoir Landing Area Seaplane Base;NA;US;US-IN;French Lick
06IA;small_airport;Rich Field;NA;US;US-IA;Walford
06ID;small_airport;Larkin Airport;NA;US;US-ID;Kuna
06IL;small_airport;Humm Airport;NA;US;US-IL;Earlville
06IN;closed;Ellis Fly-In Airport;NA;US;US-IN;Blackhawk
06IS;small_airport;Sinele Strip;NA;US;US-IL;Nauvoo
06KS;heliport;Riverside Hospital Airlift Heliport;NA;US;US-KS;Wichita
06KY;closed;Falcon Heliport;NA;US;US-KY;Jackson
06LA;heliport;Panther Helicopters Inc Heliport;NA;US;US-LA;Belle Chasse
06LL;closed;Hammersmith Heliport;NA;US;US-IL;Elburn
06LS;heliport;Tembec Heliport;NA;US;US-LA;St Francisville
06MA;heliport;The Barn Heliport;NA;US;US-MA;Pepperell
06MD;heliport;Bayview Heliport;NA;US;US-MD;Baltimore
06ME;heliport;Barker Heliport;NA;US;US-ME;Bethel
06MI;heliport;W A Foote Memorial Hospital Heliport;NA;US;US-MI;Jackson
06MN;small_airport;Pike Field Airport;NA;US;US-MN;Virginia
06MO;small_airport;Noahs Ark Airport;NA;US;US-MO;Waldron
06MT;small_airport;Torgerson Airport;NA;US;US-MT;Ethridge
06N;small_airport;Randall Airport;NA;US;US-NY;Middletown
06NC;small_airport;Tailwinds Airport;NA;US;US-NC;St. Pauls
06ND;small_airport;Fitterer's Strip;NA;US;US-ND;Glen Ullin
06NE;heliport;St Marys Hospital Heliport;NA;US;US-NE;Nebraska City
06NH;small_airport;Cole Farm Airport;NA;US;US-NH;Kensington
06NJ;closed;Chemical Bank - New Jersey Na Heliport;NA;US;US-NJ;Moorestown
06NV;small_airport;Silver Creek Airport;NA;US;US-NV;Baker
06NY;small_airport;Murphy Field;NA;US;US-NY;Auburn
06O1;heliport;Saint Elizabeth Medical Center Heliport;NA;US;US-OH;Youngstown
06OH;small_airport;Hal Joy Airfield;NA;US;US-OH;Williamsfield
06OI;small_airport;Green Acres Airport;NA;US;US-OH;New Lebanon
06OK;heliport;Albert Lodge Heliport;NA;US;US-OK;Grove
06OR;small_airport;Hayden Mountain Airport;NA;US;US-OR;Forest Grove
06PA;small_airport;Freefall Oz Airport;NA;US;US-PA;Ceres
06PN;heliport;Schiavoni Heliport;NA;US;US-PA;Harrisburg
06PS;heliport;Cherokee Island Castle Heliport;NA;US;US-PA;West Homestead
06R;small_airport;Grawunder Field;NA;US;US-TX;Bellville
06SN;small_airport;Beyer Farm Airport;NA;US;US-KS;Derby
06TA;small_airport;Glaser Field;NA;US;US-TX;Buckholts
06TE;small_airport;Ainsworth Airport;NA;US;US-TX;Cleveland
06TN;small_airport;Hunter STOLport;NA;US;US-TN;Columbia
06TS;closed;Roscoe Mc Connico Airport;NA;US;US-TX;Kerens
06TT;small_airport;6 Mile Airpark;NA;US;US-TX;Fort McKavett
06TX;small_airport;Diamond N Ranch Airport;NA;US;US-TX;Hockley
06VA;small_airport;Mount Horeb Field;NA;US;US-VA;Grottoes
06WA;heliport;N A Degerstrom Yard Heliport;NA;US;US-WA;Spokane
06WI;small_airport;Young Private Airport;NA;US;US-WI;Frederic
06WN;small_airport;Western Airpark;NA;US;US-WA;Yelm
06XS;small_airport;Campbell Field;NA;US;US-TX;Aubrey
06Y;small_airport;Herman Municipal Airport;NA;US;US-MN;Herman
07AA;small_airport;Pan Lake Strip Airport;NA;US;US-AK;Willow
07AL;heliport;Tac X Stagefield Army Heliport;NA;US;US-AL;Fort Rucker/Samson
07AR;small_airport;Morrilton Airport;NA;US;US-AR;Morrilton
07AZ;closed;John C Lincoln Hospital Heliport;NA;US;US-AZ;Phoenix
07B;small_airport;Blue Hill Airport;NA;US;US-ME;Blue Hill
07CA;heliport;West Side Hospital Heliport;NA;US;US-CA;Taft
07CL;small_airport;Richvale Airport;NA;US;US-CA;Richvale
07CO;small_airport;Comanche Creek Airport;NA;US;US-CO;Kiowa
07CT;closed;TNT Heliport;NA;US;US-CT;Salem
07D;small_airport;Tackaberry Airport;NA;US;US-MI;Avoca
07FA;small_airport;Ocean Reef Club Airport;NA;US;US-FL;Key Largo
07FD;closed;Flying G Ranch STOLport;NA;US;US-FL;Lee
07FL;heliport;Southwest Florida Regional Medical Center Heliport;NA;US;US-FL;Fort Myers
07GA;small_airport;Alcovy Airport;NA;US;US-GA;Covington
07I;seaplane_base;Lake Monroe Seaplane Base;NA;US;US-IN;Bloomington
07ID;small_airport;Interstate Airport;NA;US;US-ID;Malta
07II;heliport;St Vincent Jennings Hospital Heliport;NA;US;US-IN;North Vernon
07IN;small_airport;Gray Airport;NA;US;US-IN;Boggstown
07K;small_airport;Central City Municipal - Larry Reineke Field;NA;US;US-NE;Central City
07KS;small_airport;Heape Field;NA;US;US-KS;Augusta
07KY;small_airport;Blue Lick Airport;NA;US;US-KY;Louisville
07LA;closed;Air Oil Inc Nr 1 Heliport;NA;US;US-LA;Harahan
07LS;heliport;Louisiana State Police Troop F Heliport;NA;US;US-LA;Monroe
07MA;heliport;West Pond Heliport;NA;US;US-MA;Plymouth
07MD;small_airport;Baugher's Orchard Airport;NA;US;US-MD;Westminster
07ME;heliport;Westbrook Heliport;NA;US;US-ME;Westbrook
07MI;small_airport;Scott Airstrip;NA;US;US-MI;Lake
07MN;small_airport;Dairyview Airport;NA;US;US-MN;Hadley
07MO;small_airport;Lake Sexton Airport;NA;US;US-MO;Warrensburg
07MT;small_airport;Glasgow Industrial Airport;NA;US;US-MT;Glasgow
07N;small_airport;Bermudian Valley Airpark;NA;US;US-PA;Kralltown
07NC;small_airport;Hawks Meadow Airport;NA;US;US-NC;Waxhaw
07NH;seaplane_base;Diving Rock Seaplane Base;NA;US;US-NH;Washington
07NJ;heliport;Hackensack UMC Palisades Heliport;NA;US;US-NJ;North Bergen
07NV;small_airport;Border Line Farm Airport;NA;US;US-NV;Baker
07NY;heliport;Mmc Heliport;NA;US;US-NY;Monticello
07OH;closed;Tennessee Gas Heliport;NA;US;US-OH;Claysville
07OK;small_airport;Pleasant Valley Airport;NA;US;US-OK;Snyder
07OR;small_airport;Bruce's Airport;NA;US;US-OR;Milwaukie
07PN;small_airport;Folmar Airport;NA;US;US-PA;Grassflat
07SN;small_airport;Churchill Airport;NA;US;US-KS;Phillipsburg
07TA;small_airport;Salaika Aviation Airport;NA;US;US-TX;Danbury
07TE;small_airport;Cuddihy Field;NA;US;US-TX;Corpus Christi
07TN;small_airport;Corntassel Airport;NA;US;US-TN;Vonore
07TS;small_airport;Cross-Country Estates Airport;NA;US;US-TX;Georgetown
07TX;heliport;Pecks Heliport;NA;US;US-TX;Princeton
07UT;small_airport;E Northrop Grumman Airport;NA;US;US-UT;Howell
07VA;small_airport;Alpha Hotel Airport;NA;US;US-VA;Clover
07VT;small_airport;Meadow STOLport;NA;US;US-VT;Jericho
07WA;heliport;Multicare Deaconess Hospital Heliport;NA;US;US-WA;Spokane
07WI;closed;Bartell Strip;NA;US;US-WI;Genessee Depot
07XA;heliport;Luecke Heliport;NA;US;US-TX;Smithville
07XS;heliport;Allen Ponderosa Heliport;NA;US;US-TX;Crowley
07Y;small_airport;Hill City-Quadna Mountain Airport;NA;US;US-MN;Hill City
08AK;small_airport;Fisher Airport;NA;US;US-AK;Big Lake
08AL;seaplane_base;Little Lagoon Seaplane Base;NA;US;US-AL;Gulf Shores
08AR;closed;Crittenden Regional Hospital Heliport;NA;US;US-AR;West Memphis
08AZ;heliport;Mesa Police Heliport;NA;US;US-AZ;Mesa
08B;small_airport;Merrymeeting Field;NA;US;US-ME;Bowdoinham
08CA;heliport;Pg & E Co. Placerville Svc Center Heliport;NA;US;US-CA;Diamond Springs
08CL;small_airport;Kistler Ranch Airport;NA;US;US-CA;Jamestown
08CN;heliport;Tulare Motor Sports #1 Heliport;NA;US;US-CA;Tulare
08CO;small_airport;Terra Firma Airport;NA;US;US-CO;Rush
08CT;seaplane_base;Seavair's Landing Seaplane Base;NA;US;US-CT;Winsted
08F;small_airport;City of Coalgate Airport;NA;US;US-OK;Coalgate
08FA;small_airport;Duda Airstrip;NA;US;US-FL;La Belle
08FD;small_airport;Sunniland Ranch Airport;NA;US;US-FL;Okeechobee
08FL;small_airport;J. H. Hendrie Farms Airport;NA;US;US-FL;Lake Placid
08G;heliport;Salt Fork Lodge Heliport;NA;US;US-OH;Cambridge
08GA;small_airport;Sapelo Island Airport;NA;US;US-GA;Darien
08ID;small_airport;Symms Airport;NA;US;US-ID;Marsing
08II;heliport;Parkview Lagrange Hospital Heliport;NA;US;US-IN;Lagrange
08IL;closed;Harms Airstrip;NA;US;US-IL;Tampico
08IN;seaplane_base;Winona Lake Seaplane Base;NA;US;US-IN;Winona Lake
08IS;small_airport;Hemmer RLA Restricted Landing Area;NA;US;US-IL;Du Quoin
08KS;small_airport;Alderson Airport;NA;US;US-KS;Bennington
08KT;heliport;Methodist Health Heliport;NA;US;US-KY;Morganfield
08KY;small_airport;Boss Airport;NA;US;US-KY;Burnside
08LA;heliport;Air Oil Inc Nr 2 Heliport;NA;US;US-LA;Harahan
08LL;small_airport;Sauer Airport;NA;US;US-IL;Dwight
08LS;small_airport;Aeleron Airport;NA;US;US-LA;Grand Coteau
08MA;small_airport;Wormid Airport;NA;US;US-MA;Southborough
08MD;heliport;St Joseph Hospital Heliport;NA;US;US-MD;Towson
08ME;small_airport;Lindbergh Airport;NA;US;US-ME;Avon
08MI;heliport;Sparrow Hospital Heliport;NA;US;US-MI;Lansing
08MN;seaplane_base;Christenson Point Seaplane Base;NA;US;US-MN;Chisholm/Hibbing
08MO;small_airport;Twin Oaks Airport;NA;US;US-MO;Jasper
08MS;small_airport;Williams Field;NA;US;US-MS;Coldwater
08MT;small_airport;Matovich Airport;NA;US;US-MT;Grass Range
08N;small_airport;Keller Brothers Airport;NA;US;US-PA;Lebanon
08NC;small_airport;Whiteheart Farm Airport;NA;US;US-NC;Lewisville
08ND;small_airport;Brecht Strip;NA;US;US-ND;Golden Valley
08NE;small_airport;Laurel Municipal Airport;NA;US;US-NE;Laurel
08NH;heliport;Memorial Hospital Heliport;NA;US;US-NH;North Conway
08NJ;heliport;St Barnabas Medical Center Heliport;NA;US;US-NJ;Livingston
08NY;small_airport;Md1 Airport;NA;US;US-NY;Middletown
08OH;small_airport;Kenley Airport;NA;US;US-OH;Hartford
08OK;small_airport;Parks Airport;NA;US;US-OK;Wilburton
08OL;small_airport;Broken B Airport;NA;US;US-OK;Hydro
08OR;small_airport;Saxon Sycan Airport;NA;US;US-OR;Silver Lake
08PA;heliport;Pocono Raceway Heliport;NA;US;US-PA;Pocono Pines
08PN;heliport;Thomson Heliport;NA;US;US-PA;Lancaster
08R;small_airport;Richmond Airport;NA;US;US-RI;West Kingston
08TA;heliport;Rancho Del Lago Heliport;NA;US;US-TX;Fischer
08TE;small_airport;B. J. Mc Combs Sisterdale Airport;NA;US;US-TX;Comfort
08TN;small_airport;PTC Airport;NA;US;US-TN;Fayetteville
08TS;closed;Puesta Del Sol Airport;NA;US;US-TX;La Gloria
08TT;small_airport;LZ Tango Charlie Airport;NA;US;US-TX;Fredericksburg
08TX;small_airport;Cross Wind Airport;NA;US;US-TX;Weatherford
08U;small_airport;Stevens-Crosby Airport;NA;US;US-NV;North Fork
08VA;small_airport;Springwood Airstrip;NA;US;US-VA;Buchanan
08WA;closed;Manchester Laboratory Heliport;NA;US;US-WA;Manchester
08WI;closed;Pierick Airport;NA;US;US-WI;Highland
08XA;small_airport;Knolle Ranch Airport;NA;US;US-TX;Snook
08XS;small_airport;Peterson Airport;NA;US;US-TX;Old Ocean
09AA;heliport;Sheldon Chalet Heliport;NA;US;US-AK;Talkeetna
09AK;small_airport;West Beaver Airport;NA;US;US-AK;Big Lake
09AR;heliport;Magnolia Hospital Heliport;NA;US;US-AR;Magnolia
09AZ;small_airport;Stronghold Airport;NA;US;US-AZ;St David
09CA;heliport;Mee Memorial Hospital Heliport;NA;US;US-CA;King City
09CL;small_airport;Alta Sierra Airport;NA;US;US-CA;Grass Valley
09CN;heliport;Tulare Motor Sports #2 Heliport;NA;US;US-CA;Tulare
09CO;small_airport;Cottonwood Field;NA;US;US-CO;Swink
09FA;small_airport;Placid Lakes Airport;NA;US;US-FL;Lake Placid
09FD;small_airport;Cheryl-Lane Landings Airport;NA;US;US-FL;Bushnell
09FL;small_airport;Sunnybreeze Airport;NA;US;US-FL;Arcadia
09GA;small_airport;Sunbelt Strip;NA;US;US-GA;Moultrie
09I;seaplane_base;International Falls Seaplane Base;NA;US;US-MN;International Falls
09IA;small_airport;Skydive Iowa Airport;NA;US;US-IA;Brooklyn
09ID;small_airport;Taylor Ranch Landing Area Airport;NA;US;US-ID;Moscow
09II;small_airport;Gibbons Field;NA;US;US-IN;Valeene
09IL;closed;Silver Cross Hospital Heliport;NA;US;US-IL;Joliet
09IN;small_airport;Gordon Airport;NA;US;US-IN;Columbia City
09IS;heliport;Swedish American Heliport;NA;US;US-IL;Rockford
09KS;small_airport;Coffman Airport;NA;US;US-KS;Wellsville
09KY;heliport;Baptist Hospital East Heliport;NA;US;US-KY;Louisville
09LA;heliport;Era Helicopters Fourchon Helibase Heliport;NA;US;US-LA;Golden Meadow
09LL;small_airport;Pine Hill Airport;NA;US;US-IL;Capron
09LS;heliport;West Feliciana Sheriff's Office Heliport;NA;US;US-LA;St Francisville
09MA;small_airport;Kallander Field;NA;US;US-MA;Southborough
09ME;small_airport;Perrotti Skyranch Airfield;NA;US;US-ME;Berwick
09MI;heliport;Michigan National Guard Headquarters Heliport;NA;US;US-MI;Lansing
09MN;small_airport;W Johnson Field;NA;US;US-MN;Hazel Run
09MO;small_airport;Hogue Farm Airport;NA;US;US-MO;Willard
09N;small_airport;Airhaven Airport;NA;US;US-NY;Staatsburg
09NC;small_airport;William Irving Lewis Airport;NA;US;US-NC;Broadway
09NE;small_airport;Summer Hill Farm Airport;NA;US;US-NE;Bennington
09NJ;heliport;Stonebridge Farm Helistop;NA;US;US-NJ;Somerville
09NR;small_airport;Dakota Air Ranch Airport;NA;US;US-NC;Ramseur
09NY;heliport;Spring Lake Fire Department Heliport;NA;US;US-NY;Kingston
09OK;small_airport;Ragtime Aerodrome;NA;US;US-OK;Collinsville
09OR;heliport;Mid-Columbia Medical Center Heliport;NA;US;US-OR;The Dalles
09PA;small_airport;Eagle Field;NA;US;US-PA;Port Matilda
09PN;heliport;Hundley Residence Heliport;NA;US;US-PA;Kintersville
09S;small_airport;Sullivan Lake State Airport;NA;US;US-WA;Metaline Falls
09TA;small_airport;Lazy G Bar Ranch Airport;NA;US;US-TX;Decatur
09TE;small_airport;Running M Ranch Airport;NA;US;US-TX;Glen Rose
09TN;heliport;Univ of Tennessee Medical Center Heliport;NA;US;US-TN;Knoxville
09TS;small_airport;Pitcock Rosillos Mountain Ranch Airport;NA;US;US-TX;Marathon
09TX;small_airport;Smokey Mountain Ranch Airport;NA;US;US-TX;Sheffield
09VA;small_airport;Alum Ridge STOLport;NA;US;US-VA;Floyd
09VG;heliport;Augusta Medical Center Heliport;NA;US;US-VA;Fishersville
09W;heliport;South Capitol Street Heliport;NA;US;US-DC;Washington
09WA;heliport;Holy Family Hospital Heliport;NA;US;US-WA;Spokane
09WI;small_airport;Parkway Farm Strip;NA;US;US-WI;Holmen
09XS;heliport;Baptist Medical Center Heliport;NA;US;US-TX;San Antonio
09Y;seaplane_base;Wipline Seaplane Base;NA;US;US-MN;Inver Grove Hgts
0AA6;heliport;Big Salmon Heliport;NA;US;US-AK;Haines
0AA7;small_airport;Kalifornsky Meadows Airport;NA;US;US-AK;Kenai
0AK;small_airport;Pilot Station Airport;NA;US;US-AK;Pilot Station
0AK0;small_airport;Scotts Airport;NA;US;US-AK;North Pole
0AK1;small_airport;Anderson Lake Airport;NA;US;US-AK;Wasilla
0AK2;small_airport;Yentna Bend Strip;NA;US;US-AK;Willow
0AK3;small_airport;Parker Lake Airport;NA;US;US-AK;Montana Creek
0AK5;small_airport;Young Creek Airport;NA;US;US-AK;May Creek
0AK6;small_airport;Victory Airport;NA;US;US-AK;Victory Bible Camp
0AK7;small_airport;Bradley Lake Hydroelectric Project Airstrip;NA;US;US-AK;Homer
0AK8;closed;Pollux Heliport;NA;US;US-AK;North Pole
0AK9;small_airport;Falcon Lake Strip;NA;US;US-AK;Point Mackenzie
0AL0;heliport;Huntsville Field;NA;US;US-AL;Huntsville
0AL1;small_airport;Resort Airport;NA;US;US-AL;Foley
0AL2;heliport;Clay County Hospital Heliport;NA;US;US-AL;Ashland
0AL3;heliport;Hospital Pad Heliport;NA;US;US-AL;Evergreen
0AL4;heliport;Dekalb Regional Medical Center Heliport;NA;US;US-AL;Fort Payne
0AL5;small_airport;Flomaton Airport;NA;US;US-AL;Flomaton
0AL6;heliport;D.W. Mcmillian Memorial Hospital Heliport;NA;US;US-AL;Brewton
0AL7;heliport;Gadsden Regl Medical Center Heliport;NA;US;US-AL;Gadsden
0AL8;heliport;Brookwood Medical Center Heliport;NA;US;US-AL;Birmingham
0AL9;small_airport;Wilson Creek Airport;NA;US;US-AL;Florence
0AR0;heliport;Smh Heliport;NA;US;US-AR;Springdale
0AR1;closed;Hooterville South Airport;NA;US;US-AR;Centerville
0AR2;small_airport;Mission Field-Marotti Memorial Airport;NA;US;US-AR;Crawfordsville
0AR3;closed;Taylor's Air Strip;NA;US;US-AR;Deer
0AR4;heliport;Ozarks Community Hospital Heliport;NA;US;US-AR;Gravette
0AR5;heliport;Rgnl Medical Center Heliport;NA;US;US-AR;Jonesboro
0AR6;heliport;Ami National Park Medical Center Heliport;NA;US;US-AR;Hot Springs
0AR7;closed;Yancopin Airport;NA;US;US-AR;Watson
0AR8;heliport;Howard Memorial Hospital Heliport;NA;US;US-AR;Nashville
0AR9;heliport;Eureka Springs Hospital Heliport;NA;US;US-AR;Eureka Springs
0AZ0;heliport;Arizona Heart Hospital Heliport;NA;US;US-AZ;Phoenix
0AZ1;closed;Taylor Field;NA;US;US-AZ;Marana
0AZ2;small_airport;Western Sky Airport;NA;US;US-AZ;Salome
0AZ4;small_airport;Flying Bucket Ranch Airport;NA;US;US-AZ;Mobile
0AZ5;small_airport;Castle Well Airport;NA;US;US-AZ;Morristown
0AZ6;heliport;St Joseph's Hospital Heliport;NA;US;US-AZ;Phoenix
0AZ7;closed;Sunstate Heliport;NA;US;US-AZ;Phoenix
0B2;small_airport;Brewer Airport;NA;US;US-ME;Brewer
0B7;small_airport;Warren-Sugarbush Airport;NA;US;US-VT;Warren
0C1;small_airport;Triple R Airport;NA;US;US-MO;Dearborn
0C2;small_airport;Hinckley Airport;NA;US;US-IL;Hinckley
0C5;small_airport;Canadian Lakes Airport;NA;US;US-MI;Mecosta
0C7;small_airport;Grandpas' Farm Mendota Airport;NA;US;US-IL;Mendota
0C8;small_airport;Cushing Field Ltd Airport;NA;US;US-IL;Newark
0C9;heliport;Coach & Paddock Heliport;NA;US;US-NJ;Clinton
0CA0;closed;Drew Medical Center Heliport;NA;US;US-CA;Los Angeles
0CA1;closed;Northside Airpark;NA;US;US-CA;Santa Maria
0CA2;heliport;VA Greater Los Angeles Health Care Center Heliport;NA;US;US-CA;Los Angeles
0CA3;small_airport;Crawford Airport;NA;US;US-CA;Santa Ynez
0CA4;small_airport;Shepherd Farm Airport;NA;US;US-CA;Santa Ynez
0CA5;small_airport;Hoffman Private Airport;NA;US;US-CA;Santa Ysabel
0CA6;small_airport;Emory Ranch Airport;NA;US;US-CA;Ocotillo
0CA7;closed;Boeing Seal Beach (Rooftop) Heliport;NA;US;US-CA;Seal Beach
0CA8;closed;Ward Ranch Airport;NA;US;US-CA;Aguanga
0CA9;small_airport;Blech Ranch Airport;NA;US;US-CA;Shandon
0CD0;heliport;Delta County Memorial Hospital Heliport;NA;US;US-CO;Delta
0CD1;heliport;Colorado Plains Medical Center Heliport;NA;US;US-CO;Fort Morgan
0CD2;small_airport;Foxx Valley Airport;NA;US;US-CO;Yoder
0CD3;heliport;Branch's Heliport;NA;US;US-CO;Kersey
0CD4;heliport;Kauffman Heliport;NA;US;US-CO;Denver
0CD5;small_airport;Pinon Canyon Airport;NA;US;US-CO;Trinidad
0CD6;heliport;Exempla Good Samaritan Heliport;NA;US;US-CO;Lafayette
0CD7;small_airport;Fox Hole Airport;NA;US;US-CO;Lafayette
0CD8;heliport;Prowers Medical Center Heliport;NA;US;US-CO;Lamar
0CD9;heliport;Swedish S.W. Medical Heliport;NA;US;US-CO;Littleton
0CL0;small_airport;Yosemite Hidden Lake Ranch Airport;NA;US;US-CA;Raymond
0CL1;small_airport;Krey Field Airport;NA;US;US-CA;Adelanto
0CL2;heliport;Parking Lot Heliport;NA;US;US-CA;Chula Vista
0CL3;small_airport;John Nichols Field Airport;NA;US;US-CA;Jamul
0CL4;heliport;Glen Fed Heliport;NA;US;US-CA;Glendale
0CL5;heliport;The Atrium Heliport;NA;US;US-CA;Irvine
0CL6;small_airport;Bohunk's Airpark;NA;US;US-CA;Lancaster
0CL7;heliport;Good Samaritan Hospital Heliport;NA;US;US-CA;Los Angeles
0CL8;small_airport;Tera Ultralightport;NA;US;US-CA;Ridgecrest
0CL9;heliport;Sce San Jacinto Valley Service Center Heliport;NA;US;US-CA;Romoland
0CN1;small_airport;Fiorini Ranch Airport;NA;US;US-CA;Delhi
0CN2;small_airport;Sutter Butte Dusters Airport;NA;US;US-CA;Live Oak
0CO0;heliport;Longmont United Hospital Heliport;NA;US;US-CO;Longmont
0CO1;small_airport;Dave's Airport;NA;US;US-CO;Louisville
0CO2;small_airport;Crested Butte Airpark;NA;US;US-CO;Crested Butte
0CO3;closed;Greggs Nr 1 Airport;NA;US;US-CO;Bennett
0CO4;heliport;Geo-Seis Helicopters Heliport;NA;US;US-CO;Fort Collins
0CO5;small_airport;Chenoweth Airport;NA;US;US-CO;Last Chance
0CO6;small_airport;Flying M & M Ranch Airport;NA;US;US-CO;Norwood
0CO7;heliport;Century Helicopters Heliport;NA;US;US-CO;Fort Collins
0CO8;small_airport;Cartwheel Airport;NA;US;US-CO;Mead
0CO9;small_airport;Van Treese Airport;NA;US;US-CO;Monte Vista
0CT0;heliport;Sharon Hospital Heliport;NA;US;US-CT;Sharon
0CT1;heliport;Bristol-Myers Squibb Company Heliport;NA;US;US-CT;Wallingford
0CT2;heliport;Windham Hospital Heliport;NA;US;US-CT;Willimantic
0CT3;heliport;N B G H Heliport;NA;US;US-CT;New Britain
0CT4;heliport;Burke Heliport;NA;US;US-CT;Prospect
0CT5;heliport;St Francis Hospital Heliport;NA;US;US-CT;Hartford
0CT6;heliport;Middletown Heliport;NA;US;US-CT;Middletown
0CT7;heliport;Bridgeport Hospital Heliport;NA;US;US-CT;Bridgeport
0CT8;heliport;Danbury Hospital Heliport;NA;US;US-CT;Danbury
0CT9;heliport;Hartford Hospital Heliport;NA;US;US-CT;Hartford
0D6;small_airport;Wilber Municipal Airport;NA;US;US-NE;Wilber
0D7;small_airport;Ada Airport;NA;US;US-OH;Ada
0D9;small_airport;Air Park North;NA;US;US-MI;Elmira
0,00E+00;small_airport;Corydon Airport;NA;US;US-IA;Corydon
0FA0;heliport;Doral Resort & Country Club Heliport;NA;US;US-FL;Miami
0FA1;small_airport;Ott's Landing Airport;NA;US;US-FL;Arcadia
0FA2;heliport;Doctors Memorial Hospital #2 Heliport;NA;US;US-FL;Perry
0FA5;seaplane_base;Briley Farm Seaplane Base;NA;US;US-FL;Oakland
0FD0;small_airport;The 2A Ranch Airport;NA;US;US-FL;Ormond Beach
0FD1;heliport;Panhandle Helicopter Llc Heliport;NA;US;US-FL;Panama City Beach
0FD2;heliport;Dolphin Stadium Heliport;NA;US;US-FL;Miami
0FD3;small_airport;Dugger Field;NA;US;US-FL;Freeport
